respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children,employment_industry,employment_occupation
2119,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,oxchjgsf,Non-MSA,2.0,0.0,wxleyezf,kldqjyjy
26236,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,65+ Years,< 12 Years,Black,Female,Below Poverty,Married,Rent,Not in Labor Force,lzgpxyit,Non-MSA,1.0,0.0,,
6388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,4.0,4.0,18 - 34 Years,Some College,White,Male,"> $75,000",Not Married,Own,Unemployed,dqpwygqj,"MSA, Not Principle  City",2.0,0.0,,
15902,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,oxchjgsf,"MSA, Principle City",0.0,0.0,pxcmvdjn,xgwztkwe
18750,3.0,2.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,5.0,55 - 64 Years,< 12 Years,Hispanic,Female,Below Poverty,Married,Own,Employed,lrircsnp,Non-MSA,0.0,0.0,pxcmvdjn,xgwztkwe
23791,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,oxchjgsf,Non-MSA,1.0,0.0,fcxhlnwr,cmhcxjea
24163,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,18 - 34 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,kbazzjca,Non-MSA,1.0,0.0,fcxhlnwr,xtkaffoo
1668,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,45 - 54 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Unemployed,lrircsnp,"MSA, Not Principle  City",1.0,0.0,,
10581,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,2.0,3.0,2.0,2.0,45 - 54 Years,Some College,White,Male,"> $75,000",Not Married,Own,Employed,bhuqouqj,"MSA, Principle City",2.0,0.0,mcubkhph,ukymxvdu
250,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,5.0,4.0,5.0,5.0,4.0,2.0,55 - 64 Years,College Graduate,White,Female,"> $75,000",Married,Own,Not in Labor Force,atmpeygn,"MSA, Not Principle  City",1.0,0.0,,
8647,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,1.0,1.0,1.0,1.0,45 - 54 Years,,White,Female,,,,,qufhixun,"MSA, Not Principle  City",2.0,0.0,,
26408,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,55 - 64 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City",1.0,0.0,,
17507,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,65+ Years,12 Years,White,Male,,Not Married,Rent,Not in Labor Force,qufhixun,"MSA, Not Principle  City",0.0,0.0,,
14649,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,,4.0,4.0,4.0,4.0,2.0,2.0,18 - 34 Years,Some College,White,Female,Below Poverty,Not Married,Own,Employed,qufhixun,"MSA, Not Principle  City",1.0,2.0,fcxhlnwr,cmhcxjea
26388,2.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,4.0,2.0,2.0,2.0,2.0,2.0,55 - 64 Years,College Graduate,Black,Female,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,Non-MSA,1.0,0.0,fcxhlnwr,cmhcxjea
26088,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Principle City",0.0,0.0,,
20698,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,45 - 54 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City",1.0,0.0,xicduogh,xgwztkwe
25832,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,65+ Years,Some College,White,Female,Below Poverty,Not Married,Own,Not in Labor Force,lrircsnp,Non-MSA,0.0,0.0,,
11506,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,35 - 44 Years,< 12 Years,Hispanic,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lrircsnp,"MSA, Principle City",2.0,2.0,,
3492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,4.0,1.0,1.0,18 - 34 Years,< 12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Rent,Employed,oxchjgsf,"MSA, Not Principle  City",2.0,0.0,rucpziij,tfqavkke
5727,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,65+ Years,Some College,White,Female,Below Poverty,Not Married,Own,Employed,bhuqouqj,Non-MSA,1.0,0.0,wxleyezf,emcorrxb
20956,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,2.0,5.0,2.0,1.0,5.0,45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,fpwskwrf,Non-MSA,2.0,0.0,,
9384,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,18 - 34 Years,12 Years,White,Female,Below Poverty,Not Married,Rent,Not in Labor Force,bhuqouqj,Non-MSA,0.0,3.0,,
19082,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,2.0,3.0,1.0,2.0,65+ Years,12 Years,White,Female,Below Poverty,Married,Own,Not in Labor Force,lzgpxyit,Non-MSA,1.0,0.0,,
22883,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,55 - 64 Years,< 12 Years,White,Female,"> $75,000",Married,Own,Employed,mlyzmhmf,"MSA, Principle City",1.0,0.0,atmlpfrs,mxkfnird
22784,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,4.0,4.0,1.0,18 - 34 Years,Some College,Black,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",3.0,1.0,ldnlellj,kldqjyjy
6921,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,5.0,5.0,4.0,2.0,65+ Years,College Graduate,Other or Multiple,Female,"> $75,000",Married,Own,Employed,mlyzmhmf,"MSA, Principle City",1.0,0.0,wxleyezf,xtkaffoo
24930,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,1.0,45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,dqpwygqj,"MSA, Not Principle  City",2.0,1.0,fcxhlnwr,xtkaffoo
1837,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,2.0,1.0,35 - 44 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,atmpeygn,"MSA, Principle City",1.0,2.0,dotnnunm,xgwztkwe
10324,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,35 - 44 Years,Some College,White,Female,"> $75,000",Married,Own,Employed,oxchjgsf,Non-MSA,2.0,1.0,dotnnunm,uqqtjvyb
17746,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,3.0,1.0,1.0,55 - 64 Years,12 Years,White,Female,Below Poverty,Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",0.0,3.0,arjwrbjb,dlvbwzss
7502,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,5.0,4.0,2.0,5.0,3.0,1.0,65+ Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,bhuqouqj,"MSA, Not Principle  City",0.0,0.0,,
5006,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,2.0,2.0,18 - 34 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Unemployed,fpwskwrf,"MSA, Principle City",0.0,0.0,,
13174,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,2.0,2.0,55 - 64 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lrircsnp,"MSA, Not Principle  City",1.0,0.0,,
14795,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,5.0,2.0,2.0,4.0,4.0,2.0,65+ Years,,White,Female,,,,Not in Labor Force,mlyzmhmf,"MSA, Principle City",0.0,0.0,,
10658,2.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,65+ Years,College Graduate,Other or Multiple,Male,"> $75,000",Married,Own,Not in Labor Force,fpwskwrf,"MSA, Principle City",0.0,0.0,,
2275,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,55 - 64 Years,Some College,Other or Multiple,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,mlyzmhmf,Non-MSA,0.0,0.0,,
7650,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",0.0,0.0,pxcmvdjn,xgwztkwe
2516,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,35 - 44 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,kbazzjca,"MSA, Not Principle  City",1.0,0.0,pxcmvdjn,xgwztkwe
16953,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,4.0,4.0,1.0,5.0,4.0,2.0,65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,kbazzjca,"MSA, Not Principle  City",0.0,0.0,arjwrbjb,mxkfnird
19689,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,65+ Years,12 Years,White,Male,Below Poverty,Married,,Unemployed,lrircsnp,Non-MSA,1.0,0.0,,
24733,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City",1.0,0.0,,
21884,2.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,4.0,3.0,4.0,4.0,4.0,1.0,65+ Years,Some College,White,Male,,Married,Own,Not in Labor Force,mlyzmhmf,"MSA, Not Principle  City",1.0,0.0,,
24383,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,45 - 54 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,Non-MSA,1.0,1.0,wxleyezf,emcorrxb
11621,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,18 - 34 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,qufhixun,Non-MSA,1.0,3.0,vjjrobsf,oijqvulv
19822,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City",0.0,0.0,dotnnunm,ukymxvdu
12660,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,1.0,5.0,1.0,4.0,65+ Years,College Graduate,Black,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,fpwskwrf,"MSA, Principle City",0.0,0.0,,
11204,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,dqpwygqj,"MSA, Not Principle  City",1.0,0.0,,
7049,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,5.0,2.0,1.0,65+ Years,Some College,White,Female,,Not Married,Own,Not in Labor Force,atmpeygn,"MSA, Principle City",0.0,0.0,,
23722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,2.0,,,,45 - 54 Years,,White,Male,,,,,kbazzjca,"MSA, Principle City",0.0,0.0,,
8504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,oxchjgsf,"MSA, Principle City",0.0,0.0,,
4202,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.0,5.0,5.0,5.0,5.0,5.0,35 - 44 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,dqpwygqj,"MSA, Not Principle  City",2.0,0.0,fcxhlnwr,oijqvulv
24524,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,55 - 64 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,fpwskwrf,"MSA, Not Principle  City",1.0,0.0,fcxhlnwr,cmhcxjea
13447,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,qufhixun,Non-MSA,0.0,0.0,fcxhlnwr,cmhcxjea
15429,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,65+ Years,College Graduate,White,Female,"> $75,000",Married,Own,Not in Labor Force,fpwskwrf,Non-MSA,1.0,0.0,,
21743,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,4.0,1.0,4.0,4.0,2.0,2.0,35 - 44 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,oxchjgsf,Non-MSA,1.0,3.0,wxleyezf,hfxkjkmi
22418,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,35 - 44 Years,12 Years,White,Female,Below Poverty,Not Married,Rent,Not in Labor Force,kbazzjca,"MSA, Not Principle  City",0.0,1.0,,
15584,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,65+ Years,< 12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Principle City",1.0,0.0,,
6909,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,45 - 54 Years,Some College,White,Male,Below Poverty,Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",0.0,0.0,wlfvacwt,xgwztkwe
17169,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,3.0,2.0,4.0,3.0,2.0,65+ Years,12 Years,Black,Male,,Married,,Not in Labor Force,lzgpxyit,"MSA, Principle City",1.0,0.0,,
1610,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,35 - 44 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,bhuqouqj,"MSA, Not Principle  City",1.0,2.0,,
5545,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,45 - 54 Years,Some College,White,Male,"<= $75,000, Above Poverty",Not Married,Rent,Employed,bhuqouqj,"MSA, Not Principle  City",0.0,1.0,ldnlellj,kldqjyjy
14667,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,dqpwygqj,"MSA, Not Principle  City",1.0,0.0,,
3108,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,lrircsnp,"MSA, Principle City",2.0,0.0,pxcmvdjn,xgwztkwe
24223,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Not in Labor Force,bhuqouqj,Non-MSA,1.0,0.0,,
10646,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,4.0,5.0,5.0,1.0,55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",1.0,0.0,wxleyezf,emcorrxb
1805,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,lzgpxyit,Non-MSA,2.0,2.0,haxffmxo,dcjcmpih
12643,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,18 - 34 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",1.0,2.0,fcxhlnwr,cmhcxjea
7811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0,65+ Years,12 Years,White,Male,Below Poverty,Not Married,Own,Not in Labor Force,kbazzjca,Non-MSA,0.0,0.0,,
2973,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,2.0,4.0,2.0,1.0,45 - 54 Years,< 12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,lzgpxyit,"MSA, Principle City",0.0,0.0,wlfvacwt,xqwwgdyp
25757,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,35 - 44 Years,Some College,Black,Male,Below Poverty,Not Married,Rent,Employed,fpwskwrf,"MSA, Not Principle  City",1.0,0.0,fcxhlnwr,haliazsg
12794,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,2.0,1.0,,1.0,1.0,18 - 34 Years,College Graduate,White,Male,,Not Married,Own,Employed,lzgpxyit,"MSA, Principle City",1.0,0.0,fcxhlnwr,cmhcxjea
3169,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,5.0,4.0,2.0,55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Unemployed,kbazzjca,Non-MSA,0.0,0.0,,
14990,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,1.0,5.0,2.0,1.0,55 - 64 Years,College Graduate,Other or Multiple,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lrircsnp,"MSA, Not Principle  City",1.0,0.0,,
3919,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,1.0,18 - 34 Years,Some College,Other or Multiple,Male,Below Poverty,Married,Rent,Not in Labor Force,lrircsnp,Non-MSA,1.0,0.0,,
13943,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,2.0,2.0,1.0,5.0,2.0,1.0,65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City",1.0,0.0,,
22850,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,35 - 44 Years,Some College,White,Male,"> $75,000",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City",0.0,0.0,mfikgejo,xtkaffoo
19002,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,5.0,2.0,4.0,4.0,1.0,1.0,18 - 34 Years,College Graduate,White,Female,"> $75,000",Married,Rent,Employed,qufhixun,"MSA, Principle City",1.0,0.0,fcxhlnwr,hfxkjkmi
22184,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,35 - 44 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Unemployed,oxchjgsf,"MSA, Principle City",1.0,1.0,,
10397,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,3.0,1.0,1.0,4.0,2.0,1.0,55 - 64 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,fpwskwrf,Non-MSA,1.0,0.0,xqicxuve,vlluhbov
12188,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,5.0,5.0,2.0,35 - 44 Years,12 Years,Other or Multiple,Female,Below Poverty,Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",1.0,2.0,wxleyezf,emcorrxb
25664,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,45 - 54 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Unemployed,kbazzjca,"MSA, Principle City",1.0,2.0,,
21336,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0,4.0,2.0,18 - 34 Years,< 12 Years,Black,Female,Below Poverty,Not Married,Rent,Unemployed,lzgpxyit,"MSA, Principle City",0.0,2.0,,
5508,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,65+ Years,College Graduate,Hispanic,Male,"<= $75,000, Above Poverty",Married,Rent,Not in Labor Force,mlyzmhmf,"MSA, Principle City",0.0,0.0,,
